SKU,NAME,Est. Monthly,MAX,January-20,February-20,March-20,April-20,May-20,May-19,June-19,July-19,August-19,September-19,October-19,November-19,December-19,Vendor,Case Lot,Category
H03266,Vaporesso Traditionaln NX CCell Coil 1.0ohm 5 Packï¼ˆNX Coilï¼‰,20,47,0,0,3,0,0,28,47,0,1,0,0,0,0,Vaporesso,0,Coils
H03267,VaporessoNX Stainless Steel CCell Coil 1.0ohm 5 Packï¼ˆNX CCELL Coilï¼‰,29,59,12,0,0,0,0,8,59,36,19,31,46,45,13,Vaporesso,0,Coils
H03272,Asmodus Lustro 200W Box Mod - Yellow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,asMODus,0,Mods
H03275,Smok X Priv Kit-Prism Red,18,43,1,0,0,0,0,23,10,43,9,5,9,31,37,SMOK,50,Kits
H03276,Smok X Priv Kit-Prism Green,14,37,17,1,0,0,3,16,10,21,29,5,10,11,37,SMOK,50,Kits
H03277,Smok TFV12 Prince Bulb Replacement Glass #2,475,1095,587,767,239,2,1,701,1095,438,436,417,737,731,166,SMOK,0,Replacement Glass
H03278,Aspire Breeze Coil 1.2ohm(Pack of 5),140,293,116,99,142,13,292,293,140,167,79,123,81,214,83,Aspire,50,Coils
H03279,KangerTech UBoat Kit Black,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KangerTech,0,Pod Device
H03280,SMPO Pod Mango,13,231,231,10,0,0,0,16,13,10,15,18,16,9,5,,0,
H03281,VGOD Elite Mech Mod - Black,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VGOD,50,Mods
H03283,LMC Ply Rock Pulse Replacement Pod (Pack of 3),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Limitless,0,Pods & Cartridges
H03284,GeekVape Aegis Legend Kit Stealth Black,189,322,119,120,80,275,0,258,322,301,202,76,65,229,232,GeekVape,40,Kits
H03285,GeekVape Aegis Legend Kit Black/Orange,59,228,25,17,30,82,228,109,111,146,12,15,18,24,70,GeekVape,40,Kits
H03286,GeekVape Aegis Legend Kit Camo,80,234,94,44,0,84,234,114,114,140,93,20,12,21,77,GeekVape,40,Kits
H03287,GeekVape Aegis Legend Kit Silver/Brown,59,186,85,1,0,59,186,48,81,116,70,11,7,35,82,GeekVape,40,Kits
H03288,GeekVape Aegis Legend Kit Snake Skin,50,125,2,0,0,85,125,104,94,49,26,13,7,35,38,GeekVape,40,Kits
H03289,GeekVape Aegis Legend Mod Stealth Black,128,457,17,120,20,30,0,457,67,115,125,153,334,155,163,GeekVape,40,Mods
H03290,GeekVape Aegis Legend Mod Black/Orange,76,169,43,8,20,169,0,124,104,146,111,63,91,12,49,GeekVape,40,Mods
H03291,GeekVape Aegis Legend Mod Camo,62,198,39,0,25,198,7,105,117,16,80,41,94,71,33,GeekVape,40,Mods
H03292,GeekVape Aegis Legend Mod Silver/Brown,82,148,30,148,49,144,0,86,95,66,93,67,96,90,27,GeekVape,40,Mods
H03293,GeekVape Aegis Legend Mod Snake Skin,48,114,43,45,10,114,4,79,95,20,51,48,72,43,19,GeekVape,40,Mods
H03294,GeekVape Aero Mesh Tank Black,25,48,0,0,0,0,0,24,26,5,40,7,48,0,0,GeekVape,100,Tanks
H03295,GeekVape Aero Mesh Tank Black/Orange,17,27,0,0,0,0,0,7,27,16,0,0,0,0,0,GeekVape,100,Tanks
H03296,GeekVape Super Mesh Coil 0.2ohm 5 Pack,2294,4923,1798,1849,427,3829,1619,2823,3038,1943,2731,908,3895,803,4923,GeekVape,0,Coils
H03298,FAMOVAPE Yup RDA Blue,11,21,0,0,0,0,0,10,8,21,6,0,0,0,0,Famovape,0,RDA
H03299,FAMOVAPE Yup RDA Black,11,13,0,0,0,0,0,9,13,11,0,0,0,0,0,Famovape,0,RDA
H03300,FAMOVAPE Yup RDA Stainless Steel,30,101,0,0,0,0,0,6,7,8,53,101,4,0,0,Famovape,0,RDA
H03301,FAMOVAPE Yup RDA Rainbow,26,91,0,0,0,0,0,2,5,17,40,91,3,0,0,Famovape,0,RDA
H03303,iJoy SOLO V2 200W TC Starter Kit - Silver,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,iJoy,0,Kits
H03304,Ijoy Limitless RDTA Mod Full Kit - White,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,iJoy,0,Kits
H03305,Ijoy Limitless RDTA Mod Full Kit - Orange,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,iJoy,0,Kits
H03306,Ijoy Limitless RDTA Mod Full Kit - Purple,3,3,0,0,0,0,0,2,3,0,0,0,0,0,0,iJoy,0,Kits
H03308,GeekVape Zeus Dual RTA SS,4,6,0,0,0,0,0,0,0,0,0,0,0,2,6,Geekvape,50,RTA
H03309,GeekVape Zeus Dual RTA Black,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Geekvape,50,RTA
H03310,GeekVape Zeus Dual RTA Gunmetal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Geekvape,50,RTA
H03311,GeekVape Zeus Dual RTA Blue,5,6,0,0,0,0,0,0,0,0,0,0,0,3,6,Geekvape,50,RTA
H03312,GeekVape Zeus Dual / X/ Sub-Ohm Replacement Bulb 5.5mL,185,660,660,446,477,0,1,52,24,17,76,10,47,0,517,GeekVape,50,Replacement Glass
H03313,GeekVape Zeus Dual / X/ Sub-Ohm Replacement Glass 4mL,66,466,466,45,18,146,176,13,25,24,18,62,0,0,84,GeekVape,50,Replacement Glass
H03314,Coil Master Coiling Kit V4,43,159,0,0,0,0,0,79,17,16,8,20,106,20,159,Coil Master,100,Building Tools
H03315,Joyetech Exceed Edge pod,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Joyetech,0,Pods & Cartridges
H03316,The Swan Vaporizer - Lava Shell,5,16,4,2,1,0,0,0,16,10,7,5,0,0,1,S6xth Sense,50,Alternatives
H03317,The Swan Vaporizer - Black Sand,11,24,6,3,6,0,0,0,23,24,19,4,0,0,7,S6xth Sense,50,Alternatives
H03322,Smok TFV8 X-Baby Replacement Bulb 3 Pack,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SMOK,0,Replacement Glass
H03323,Fantasi 510 Drip Tip Black,19,55,0,0,0,0,0,2,10,7,55,23,16,0,0,Fantasi,0,Drip Tips
H03331,Smok V8 Baby T12 Coil 5 Pack,58,231,20,37,62,55,231,38,43,225,27,40,31,23,55,SMOK,200,Coils
H03335,Vandy Vape Berserker MTL RDA Rainbow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vandy Vape,0,RDA
H03337,Joyetech ESPION Infinite Kit Red,10,13,0,0,0,0,0,6,10,13,0,0,0,0,0,Joyetech,0,Kits
H03339,Joyetech ESPION Infinite Kit Blue,8,9,0,0,0,0,0,7,9,0,0,0,0,0,0,Joyetech,0,Kits
H03340,Joyetech ESPION Infinite Kit Gold,10,20,0,0,0,0,0,1,8,20,0,0,0,0,0,Joyetech,0,Kits
H03341,Joyetech ESPION Infinite Kit Green,4,5,0,0,0,0,0,2,5,0,0,0,0,0,0,Joyetech,0,Kits
H03342,Joyetech ESPION Infinite Kit Black,14,22,0,0,0,0,0,7,14,22,0,0,0,0,0,Joyetech,0,Kits
H03343,Wotofo Recurve RDA Stainless Steel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wotofo,0,RDA
H03344,Wotofo Recurve RDA Black,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wotofo,0,RDA
H03345,Wotofo Recurve RDA Gunmetal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wotofo,0,RDA
H03346,Wotofo Recurve RDA Blue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wotofo,0,RDA
H03347,Wotofo Recurve RDA Gold,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wotofo,0,RDA
H03348,Wotofo Recurve RDA Rainbow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wotofo,0,RDA
H03349,Desire Cut Squonk Mod Black Project Sub-Ohm Edition,20,43,0,0,0,0,0,10,43,7,0,0,0,0,0,Desire,0,Mods
H03350,Suorin Drop Starter Kit - White,27,50,2,37,1,50,0,48,42,35,24,25,11,20,0,Suorin,100,Pod Device
H03352,Exxus Mini - Red,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Exxus,0,Alternatives
H03355,Aspire Feedlink Revvo Kit Silver,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Aspire,0,Kits
H03372,Vandy Vape Kanthal wire 22AWG*15FT/SPOOL,20,28,0,0,0,0,0,8,21,17,24,28,0,0,0,Vandy Vape,50,Wire
H03379,Asmodus D500-TY Battery Analyzer,2,2,0,0,0,0,0,0,2,0,1,0,0,0,0,asMODus,0,Chargers
H03394,FreeMax Mesh Tank Top Cover and Drip Tip Combo Resin Red,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FreeMax,50,Accessories
H03397,FreeMax Mesh Tank Top Cover and Drip Tip Combo Resin Yellow,18,21,0,0,0,0,0,21,15,0,0,0,0,0,0,FreeMax,50,Accessories
H03398,Rolo Badge Kit - Rubber Pink,10,19,0,0,10,0,0,0,0,0,19,10,1,0,0,SMOK,50,Pod Device
H03399,Rolo Badge Kit - Rubber Blue,7,14,0,0,0,0,0,6,6,14,3,0,0,0,0,SMOK,50,Pod Device
H03400,Rolo Badge Kit - Rubber White,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,SMOK,50,Pod Device
H03401,Rolo Badge Kit - Rubber Yellow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SMOK,50,Pod Device
H03402,Rolo Badge Kit - Rubber Red,8,15,0,0,0,0,0,0,5,15,8,2,0,0,0,SMOK,50,Pod Device
H03404,Smok X Priv Baby Kit Matte Black,25,49,0,0,0,0,0,0,1,49,0,0,0,0,0,SMOK,50,Kits
H03405,Smok X Priv Baby Kit Prism Gold,47,92,0,0,0,0,0,92,1,0,0,0,0,0,0,SMOK,50,Kits
H03406,Smok X Priv Baby Kit Prism Blue,17,17,0,0,0,0,0,17,0,0,0,0,0,0,0,SMOK,50,Kits
H03409,Smok X Priv Baby Kit Auto Pink,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SMOK,50,Kits
H03410,Smok X Priv Baby Kit Prism Rainbow,50,50,0,0,0,0,0,0,0,50,0,0,0,0,0,SMOK,50,Kits
H03411,Smok X Priv Baby Mod Only Matte Black,43,84,0,0,0,0,0,84,1,0,0,0,0,0,0,SMOK,0,Mods
H03412,Smok X Priv Baby Mod Only Prism Gold,12,27,0,0,0,0,0,17,27,0,0,1,1,0,0,SMOK,0,Mods
H03413,Smok X Priv Baby Mod Only Prism Blue,50,51,0,0,0,0,0,48,51,0,0,0,0,0,0,SMOK,0,Mods
H03414,Smok X Priv Baby Mod Only Prism Chrome,55,85,0,0,0,0,0,24,85,0,0,0,0,0,0,SMOK,0,Mods
H03415,Smok X Priv Baby Mod Only Prism Gunmetal,38,61,0,0,0,0,0,61,14,0,0,0,0,0,0,SMOK,0,Mods
H03416,Smok X Priv Baby Mod Only Auto Pink,10,28,0,0,0,0,0,28,1,0,0,0,2,0,0,SMOK,0,Mods
H03417,Smok X Priv Baby Mod Only Prism Rainbow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SMOK,0,Mods
H03420,Smok Stick Prince Baby Kit Blue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SMOK,50,Kits
H03424,Smok Stick Prince Baby Kit Green,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SMOK,50,Kits
H03427,Smok Stick Prince Baby Kit Black,30,59,0,0,0,0,0,0,1,59,0,0,0,0,0,SMOK,50,Kits
H03428,MYLE Device Black,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Myle Vapor,0,Pod Device
H03429,MYLE Device Gunmetal,36,103,0,0,0,0,0,17,23,39,7,2,92,103,0,Myle Vapor,0,Pod Device
H03430,Suorin Air - Grey,40,150,0,20,0,39,66,150,103,34,68,13,11,9,5,Suorin,100,Pod Device
H03431,Suorin iShare Twin Kit Black,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Suorin,0,Pod Device
H03433,Suorin iShare Pod 3 Pack,41,179,12,0,0,0,0,51,7,15,12,21,102,72,179,Suorin,0,Pods & Cartridges
H03434,Kangertech Uboat Replacement Pods (Pack of 3),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KangerTech,0,Pods & Cartridges
H03437,Mig Vapor La Queef Bubbler Replacement Coil Herb,4,5,3,5,0,0,0,0,0,0,0,0,0,0,4,Mig Vapor,0,Coils
H03438,Mig Vapor La Queef Bubbler Replacement Coil B,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,Mig Vapor,0,Coils
H03440,Uwell Valyrian Bulb Glass Replacement,31,50,19,0,0,49,1,48,50,22,0,40,10,0,31,Uwell,500,Replacement Glass
H03442,Asmodus Lustro 200W Box Mod - Candy Green,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,asMODus,0,Mods
H03443,Asmodus Lustro 200W Box Mod - Lime Green,3,6,0,0,2,6,2,0,0,0,0,0,0,0,0,asMODus,0,Mods
H03444,Asmodus Lustro 200W Box Mod - Purple,5,8,0,0,0,8,2,0,0,0,0,0,0,0,0,asMODus,,Mods
H03446,Asmodus Lustro 200W Box Mod - Teal,5,8,0,0,0,8,2,0,0,0,0,0,0,0,0,asMODus,0,Mods
H03447,Asmodus Lustro 200W Box Mod - Tiffany Blue,6,12,0,0,6,12,1,0,0,0,0,0,0,0,0,asMODus,0,Mods
H03448,Asmodus Lustro 200W Box Mod - Baby Blue,7,12,0,0,2,12,6,0,0,0,0,0,0,0,0,asMODus,0,Mods
H03449,Smok TFV8 Big Baby LED Version - Green,43,43,0,0,0,0,0,0,0,0,0,0,0,0,43,SMOK,25,Tanks
H03450,Smok TFV8 Big Baby LED Version - Gold,18,20,0,0,0,0,0,14,20,19,0,0,0,0,0,SMOK,25,Tanks
H03451,iJoy SOLO V2 200W TC Starter Kit - Yellow,20,20,0,0,0,0,0,0,0,0,0,0,0,20,0,iJoy,0,Kits
H03452,Asmodus Lustro 200W Box Mod - Black,16,38,0,0,7,38,4,0,0,0,0,0,0,0,0,asMODus,,Mods
H03456,Famovape Bit Box 218W Mod - Purple,28,61,0,0,0,0,0,9,20,20,61,0,0,0,0,Famovape,0,Mods
H03458,Hellvape Dead Rabbit RDA SS Blue,10,10,0,0,0,0,0,10,0,0,0,0,0,0,0,Hellvape,50,RDA
H03459,Hellvape Dead Rabbit RDA SS Purple,14,21,0,0,0,0,0,11,21,5,20,14,15,0,0,Hellvape,50,RDA
H03464,DEAD RABBIT 24mm CAPS-COPPER PRIEST,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,Hellvape,0,Accessories
H03467,Digiflavor Upen Kit Black,17,19,0,0,0,0,0,14,19,0,0,0,0,0,0,Digiflavor,50,Pod Device
H03468,Digiflavor Upen Kit Red,13,21,0,0,0,0,0,4,13,21,0,0,0,0,0,Digiflavor,50,Pod Device
H03469,Digiflavor Upen Kit Silver,13,22,0,0,0,0,0,6,10,22,0,0,0,0,0,Digiflavor,50,Pod Device
H03470,Digiflavor Upen Kit White,13,19,0,0,0,0,0,10,9,19,0,0,0,0,0,Digiflavor,50,Pod Device
H03474,VooPoo UFORCE N1 Coil 5 Pack,319,600,504,66,25,600,5,491,51,174,528,300,575,300,499,VOOPOO,200,Coils
H03475,SMOK V8 Baby Strip Coil 0.15ohm ï¼ˆPack of 5ï¼‰,363,1011,391,289,769,237,1011,381,280,436,302,284,82,538,63,SMOK,0,Coils
H03476,SMOK TFV8 Big Baby/Resa Baby Replacement Bulb #1,147,264,73,173,87,24,0,237,253,259,264,65,109,72,139,SMOK,100,Replacement Glass
H03477,TFV8/TFV12 Baby Replacement Bulb #4,97,334,85,113,3,1,0,334,156,80,117,100,90,192,38,SMOK,0,Replacement Glass
H03480,Eleaf iStick Pico S Kit - B Silver,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eleaf,0,Kits
H03484,Eleaf HW-M Coil Head 0.15ohm 5 Pack,30,56,0,0,0,0,0,0,56,33,1,0,0,0,0,Eleaf,10,Coils
H03485,Eleaf HW-N Coil Head 0.2ohm 5 Pack,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eleaf,10,Coils
H03490,Vandy Vape Pulse BF 80W Mod Seaweed Green Resin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vandy Vape,0,Mods
H03492,Digiflavor UPEN Nano Coil 1.2ohm 5 Pack,35,82,82,50,73,42,0,19,33,42,19,11,7,2,56,Digiflavor,50,Coils
H03494,Snowwolf 200W R Mod Black/Peacock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SnowWolf,0,Mods
H03499,Wismec Ravage 230 Kit Gloss Orange,9,14,0,0,0,0,0,4,14,0,0,0,0,0,0,Wismec,0,Kits
H03500,Wismec Ravage 230 Kit Gold and Blue,20,32,0,0,0,0,0,8,32,0,0,0,0,0,0,Wismec,0,Kits
H03501,Wismec WM-M 0.15ohm Coil 5 Pack,37,52,0,0,0,0,0,44,24,52,28,0,0,0,0,Wismec,200,Coils
H03505,Ijoy Captain X3 - C1S coil(0.35ohm) (Pack of 3),117,412,249,0,6,2,0,46,34,36,32,26,360,268,412,iJoy,0,Coils
H03506,Ijoy Captain X3 - Mesh coil(0.15ohm) (Pack of 3),4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,iJoy,,Coils
H03508,Cooligg True 10000mAh Power Bank Charger,12,22,0,0,0,0,0,22,0,6,5,17,12,0,0,EightVape,40,Chargers
H03509,Upen Replacement Tube,13,53,53,0,0,0,0,5,1,3,0,4,0,0,9,Digiflavor,0,Replacement Glass
H03510,Wismec Bulgy Glass Tube,9,17,0,0,0,0,0,3,17,8,6,4,15,5,13,Wismec,0,Replacement Glass
H03511,Geekvape 6 in 1 coil,78,101,79,21,99,0,0,100,56,101,0,11,88,0,100,GeekVape,50,Coils
H03514,Cuboid: All in One Audio Lamp,4,8,8,0,0,0,0,3,2,0,4,6,7,3,2,Cooligg,10,Accessories
H03515,Smok Vape Pen 22 Strip Coil (5 pack),41,72,32,11,39,0,0,0,29,71,72,26,22,69,39,SMOK,0,Coils
H03516,Mig Vapor Z Shredder Dry Herb Grinder Black,2,19,0,0,0,0,0,1,1,1,1,5,19,2,0,Mig Vapor,0,Alternatives
H03517,Geekvape Flask Liquid Dispenser Black V2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GeekVape,0,Accessories
H03518,Geekvape Flask Liquid Dispenser White V2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GeekVape,0,Accessories
H03519,SMOK Big Baby V8-Q4 Coil 5 Pack,215,604,162,184,156,604,571,220,159,277,209,133,132,158,130,SMOK,200,Coils
H03520,SMOK Prince V12-T10 Light Up Coil Red 3 Pack,240,626,6,0,0,0,0,219,152,96,111,82,491,626,526,SMOK,0,Coils
H03522,Aspire Breeze 2 AIO Kit Black,58,94,43,32,37,56,44,83,94,80,55,76,41,88,21,Aspire,50,Pod Device
H03523,Aspire Breeze 2 AIO Kit Red,24,39,11,12,24,0,19,38,39,24,27,31,27,26,5,Aspire,50,Pod Device
H03524,Aspire Breeze 2  Kit Grey,31,50,11,22,34,34,41,46,40,35,16,37,20,50,19,Aspire,50,Pod Device
H03525,Aspire Breeze 2 AIO Kit Blue,26,42,27,9,26,33,42,32,34,16,0,0,20,31,19,Aspire,50,Pod Device
H03526,Ello Duro Replacement Glass Tube,61,630,630,1,0,0,0,26,58,22,25,2,21,120,211,Eleaf,0,Replacement Glass
H03527,Desire X Mod 200W white,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Desire,0,Mods
H03530,Juice Head Pop Socket Blue Fleck,22,45,0,0,0,0,0,21,9,12,45,0,0,0,0,Juice Head,50,Accessories
H03534,GeekVape 810 Resin Drip Tip Honeycomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GeekVape,0,Drip Tips
H03535,Lost Vape Paranormal DNA250C Gunmetal Scarlet Passion Red Black Kevlar,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Lost Vape,50,Mods
H03536,Lost Vape Paranormal DNA250C Gunmetal Chopped Carbon Fiber Pearl Fish,16,39,0,0,0,0,0,3,39,7,0,0,0,0,0,Lost Vape,50,Mods
H03537,Lost Vape Paranormal DNA250C Gunmetal Carbon Fiber Black Grey Kevlar,22,60,0,0,0,0,0,3,60,56,2,4,33,13,0,Lost Vape,50,Mods
H03543,Joyetech eVic Primo Fit 80W Kit Black,25,25,0,0,0,0,0,25,0,0,0,0,0,0,0,Joyetech,0,Kits
H03544,Joyetech ProCD 0.15ohm DL Coil Head (Pack of 5),24,130,0,0,0,0,0,7,11,11,8,101,7,2,130,Joyetech,0,Coils
H03545,Joyetech ProCA 0.4ohm Coil Head (Pack of 5),6,124,0,0,0,0,0,3,9,12,5,1,1,3,124,Joyetech,0,Coils
H03546,Aspire Breeze 2 Coil 1.0ohm (Pack of 5),332,648,294,214,339,45,0,481,648,282,369,253,233,596,257,Aspire,50,Coils
H03550,YiHi SXMini G Class Carbon Fiber,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,YiHi,0,Mods
H03559,Pioneer4You iPV Xyanide Kit 7-Color,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pioneer4You,0,Kits
H03560,Pioneer4You iPV Xyanide Kit Gunmetal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pioneer4You,0,Kits
H03562,SMOK V12 Prince Strip Coil 3 Pack,488,1049,790,357,524,1049,435,624,564,440,370,229,249,419,596,SMOK,160,Coils
H03563,Vzone Emask Mod Pearl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vzone,0,Mods
H03568,Rolo Badge Kit - Rubber Black,22,58,0,0,17,3,0,58,0,0,26,4,0,0,0,SMOK,50,Pod Device
H03569,Tinted Brew Brella Salts Blue Raspberry 50MG,19,32,0,0,0,0,0,32,21,21,17,0,8,12,0,Tinted Brew,100,E-liquid
H03570,Tinted Brew Brella Salts Cherry Lemonade 50MG,14,36,0,0,0,0,0,10,16,16,36,21,6,3,0,Tinted Brew,100,E-liquid
H03571,Tinted Brew Brella Salts Kiwi Cranberry Ice 50MG,13,16,0,0,0,0,0,13,13,16,7,12,15,11,12,Tinted Brew,100,E-liquid
H03572,Tinted Brew Brella Salts Pineapple Orange Guava 50MG,7,13,0,0,0,0,0,13,11,6,7,1,7,2,0,Tinted Brew,100,E-liquid
H03573,Tinted Brew Brella Salts Strawberry Watermelon Kiwi 50MG,14,26,2,0,0,0,0,26,19,23,7,18,13,12,9,Tinted Brew,100,E-liquid
H03575,IJOY Saber 100 Starter Kit - Black,5,12,0,0,0,0,0,1,5,6,12,8,6,2,0,iJoy,40,Kits
H03576,IJOY Saber 100 Starter Kit - White,6,14,0,0,0,0,0,14,0,3,1,0,0,0,0,iJoy,40,Kits
H03577,IJOY Saber 100 Starter Kit - Red,2,3,0,0,0,0,0,3,1,1,1,0,0,0,0,iJoy,40,Kits
H03578,IJOY Saber 100 Starter Kit - Blue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,iJoy,40,Kits
H03579,IJOY Saber 100 Starter Kit - Rainbow,3,10,0,0,0,0,0,1,6,2,10,3,2,1,0,iJoy,40,Kits
H03581,IJOY Saber 100 Starter Kit - Gunmetal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,iJoy,40,Kits
H03582,Vaporesso Polar 220W Kit Metallic Grey,60,200,8,0,0,0,0,28,5,0,0,0,0,0,200,Vaporesso,50,Kits
H03583,Vaporesso Polar 220W Kit Gold,19,35,0,0,0,0,0,7,35,14,0,0,0,0,0,Vaporesso,50,Kits
H03584,Vaporesso Polar 220W Kit Green/Black,9,23,0,0,0,0,0,23,8,0,0,0,1,0,2,Vaporesso,50,Kits
H03586,Vaporesso Polar 220W Kit Red,14,35,0,0,0,0,0,7,35,1,0,0,0,0,0,Vaporesso,50,Kits
H03587,Vaporesso Polar 220W Kit Red/Black,18,24,0,0,0,0,0,24,9,0,0,0,0,0,20,Vaporesso,50,Kits
H03588,Vaporesso Polar 220W Kit Silver,23,51,0,0,0,0,0,7,26,8,0,0,0,0,51,Vaporesso,50,Kits
H03591,Vaporesso Polar 220W Mod Green/Black,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vaporesso,50,Mods
H03592,Vaporesso Polar 220W Mod Blue/Black,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vaporesso,50,Mods
H03593,Vaporesso Polar 220W Mod Red,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vaporesso,50,Mods
H03594,Vaporesso Polar 220W Mod Red/Black,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vaporesso,50,Mods
H03595,Vaporesso Polar 220W Mod Silver,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vaporesso,50,Mods
H03598,dotmod dotRDTA 24mm ULTEM,5,7,0,0,0,0,0,7,5,3,0,0,0,0,0,DotMod,10,RDTA
H03599,HiFlask Kit Black,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wismec,0,Kits
H03600,HiFlask Kit Silver,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wismec,0,Kits
H03601,HiFlask Kit Blue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wismec,0,Kits
H03602,HiFlask Kit Red,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wismec,0,Kits
H03607,V-Jet Coil Arrow Mesh Coil (Pack of 5),12,18,0,0,0,0,0,15,18,3,0,0,0,0,0,Sense,0,Coils
H03608,V-Jet Coil 0.2ohm (Pack of 5),18,150,150,19,6,0,0,7,0,13,21,3,4,6,67,Sense,0,Coils
H03609,V-Jet Coil 0.4ohm (Pack of 5),23,153,153,0,0,0,0,3,1,16,23,7,15,14,84,Sense,0,Coils
H03610,V-Jet Coil 0.6ohm (Pack of 5),7,19,0,0,0,0,0,2,0,5,5,19,4,19,2,Sense,0,Coils
H03612,GeekVape Shield Replacement Glass Tube,25,123,34,6,25,19,30,13,17,49,32,34,16,11,123,GeekVape,50,Replacement Glass
H03613,Wismec HiFlask Replacement Cartridge,10,30,0,0,0,0,0,5,3,3,12,15,30,22,2,Wismec,0,Pods & Cartridges
H03614,Rolo Badge Kit - Blue and Multi-color,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SMOK,50,Pod Device
H03615,Rolo Badge Kit - Belgium,6,16,0,0,0,0,0,3,3,16,1,0,0,0,0,SMOK,50,Pod Device
H03616,Rolo Badge Kit - Rasta Color (Green),13,13,0,0,0,0,0,13,0,0,0,0,0,0,0,SMOK,50,Pod Device
H03617,Rolo Badge Kit - Rasta (Red),23,23,0,0,0,0,0,23,0,0,0,0,0,0,0,SMOK,50,Pod Device
H03618,VGOD Tricktank Pro R2 RDTA Black,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VGOD,0,RDTA
H03619,Rolo Badge Kit - Gold and Multi-color,10,15,0,0,0,0,0,0,5,15,0,0,0,0,0,SMOK,50,Pod Device
H03620,VGOD Pro 200 Kit Black,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VGOD,0,Kits
H03621,VGOD Pro Subtank Replacement Coils 0.2ohm (Pack of 5),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VGOD,0,Coils
H03622,Vaporesso Orca Solo Coil CCELL 1.3ohm 5 Pack,54,229,0,0,0,0,0,39,27,54,81,229,58,36,0,Vaporesso,0,Coils
H03623,Smokjoy OPS-1 Kit Black,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SMOKJOY,0,Pod Device
