SKU,NAME,Est. Monthly,MAX,January-20,February-20,March-20,April-20,May-20,May-19,June-19,July-19,August-19,September-19,October-19,November-19,December-19,Vendor,Case Lot,Category
H02780,Horizon Falcon SubOhm Tank w/bulb glass - Red,23,23,0,0,0,0,0,23,0,0,0,0,0,0,0,Horizontech,100,Tanks
H02781,Horizon Falcon SubOhm Tank w/bulb glass - S.S.,31,43,0,0,0,0,0,39,5,26,43,25,24,35,35,Horizontech,100,Tanks
H02782,Digiflavor Drop RDA - Gunmetal,18,34,0,0,1,0,0,0,0,0,34,0,0,0,0,Digiflavor,0,RDA
H02783,Digiflavor Drop RDA - Matte Black,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Digiflavor,0,RDA
H02784,Digiflavor Drop RDA - Gold,18,50,2,0,0,0,0,1,0,0,9,8,30,50,40,Digiflavor,0,RDA
H02785,Digiflavor Drop RDA - Blue,41,74,0,0,0,0,0,74,58,0,16,10,45,0,0,Digiflavor,0,RDA
H02786,Smoking Vapor Mi Pods - Digital Blue,11,31,1,4,11,0,0,31,22,16,25,6,3,9,7,Smoking Vapor,50,Pod Device
H02787,Smoking Vapor Mi Pods - Digital Orange,5,21,2,1,6,0,0,15,21,15,1,3,4,1,2,Smoking Vapor,50,Pod Device
H02788,Smoking Vapor Mi Pods - Digital Gray,9,24,1,2,7,0,0,24,17,23,17,7,2,5,5,Smoking Vapor,50,Pod Device
H02789,Smoking Vapor Mi Pods - Silver Metal,5,12,1,2,2,0,0,3,12,10,6,3,1,8,7,Smoking Vapor,50,Pod Device
H02790,Smoking Vapor Mi Pods - Rainbow Metal,20,56,16,25,11,1,0,56,36,42,0,7,12,13,17,Smoking Vapor,50,Pod Device
H02791,Smoking Vapor Mi Pods - Black Metal,15,31,10,10,10,0,0,29,21,31,19,7,13,14,10,Smoking Vapor,50,Pod Device
H02792,Smoking Vapor Mi Pods - Gold Metal,7,20,3,1,0,0,0,20,7,15,13,5,4,5,5,Smoking Vapor,50,Pod Device
H02794,Asmodus Minikin V2 Kodama Version Stabilized Wood- Silver Green,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,asMODus,11,Mods
H02797,Asmodus Minikin V2 Kodama Version Stabilized Wood- Silver Purple,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,asMODus,11,Mods
H02798,Uwell Fancier RTA/RDA - S.S.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Uwell,0,RDTA
H02800,Uwell Fancier RTA/RDA - Rainbow,6,10,0,0,0,0,0,5,10,2,0,0,0,0,0,Uwell,0,RDTA
H02801,Uwell Fancier RTA/RDA - Sapphire Blue,9,12,0,0,0,0,0,5,12,0,0,0,0,0,0,Uwell,0,RDTA
H02802,Uwell Fancier RTA/RDA - Purple,6,15,0,2,2,14,2,2,2,13,15,10,0,0,0,Uwell,0,RDTA
H02803,Uwell Fancier RTA/RDA - Gold,10,13,0,0,0,0,0,9,5,12,13,0,0,0,0,Uwell,0,RDTA
H02806,Smok Acrylic Tube and Driptip -Gold,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SMOK,0,Replacement Glass
H02818,Smok Baby Mag Mod - Silver/Black,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,SMOK,15,Kits
H02819,Smok Baby Mag Mod - Black/Red,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SMOK,15,Kits
H02820,Smok Baby Mag Mod - Black Prism,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SMOK,15,Kits
H02821,Smok Baby Mag Mod - Gold/Black,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SMOK,15,Kits
H02822,Smok Baby Mag Mod - Green/Black,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SMOK,15,Kits
H02843,Smok V-FIN Mod Only Black/Red,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SMOK,0,Mods
H02848,Uwell IronFist Mod Only - Orange,14,26,0,0,0,0,0,7,11,11,26,0,0,0,0,Uwell,0,Mods
H02849,Uwell IronFist Mod Only - Lemon Yellow,15,28,0,0,0,0,0,6,7,19,28,0,0,0,0,Uwell,0,Mods
H02850,Uwell IronFist Mod Only - White,11,11,0,0,0,0,0,0,0,0,11,0,0,0,0,Uwell,0,Mods
H02851,Uwell IronFist Mod Only - Black,12,12,0,0,0,0,0,0,0,0,12,0,0,0,0,Uwell,0,Mods
H02852,Uwell IronFist Mod Only - Red,14,14,0,0,0,0,0,0,0,0,14,0,0,0,0,Uwell,0,Mods
H02853,Uwell IronFist Mod Only - Sapphire Blue,17,17,0,0,0,0,0,0,0,0,17,0,0,0,0,Uwell,0,Mods
H02854,Uwell IronFist Mod Only - Green,12,20,0,0,0,0,0,3,0,0,20,0,0,0,0,Uwell,0,Mods
H02855,Uwell IronFist Mod Only - Purple,8,11,0,0,0,0,0,11,5,0,0,0,0,0,0,Uwell,0,Mods
H02872,Geek Vape Blade Kit - Starry Night,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GeekVape,0,Kits
H02873,Geek Vape Blade Kit - Matte Black,5,5,0,0,0,0,0,5,0,0,0,0,0,0,0,GeekVape,0,Kits
H02874,Geek Vape Blade Kit - Crystal Sand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GeekVape,0,Kits
H02876,Smok Baby Mag Kit - Navy Blue,11,28,0,0,0,0,0,0,1,0,8,28,5,0,0,SMOK,15,Kits
H02877,Smok Baby Mag Kit - Purple/Black,40,76,34,0,76,25,0,0,0,0,0,0,0,5,61,SMOK,15,Kits
H02878,Smok Baby Mag Kit - Silver/Black,15,15,0,0,0,0,0,0,0,15,0,0,0,0,0,SMOK,15,Kits
H02879,Smok Baby Mag Kit - Black/Red,18,31,0,0,0,0,0,16,1,31,29,27,4,0,0,SMOK,15,Kits
H02880,Smok Baby Mag Kit - Black Prism,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,SMOK,15,Kits
H02881,Smok Baby Mag Kit - Gold/Black,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,SMOK,,Kits
H02882,Smok Baby Mag Kit - Green/Black,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,SMOK,15,Kits
H02883,Smok Baby Mag Kit - Red/Black,36,148,40,0,52,148,0,0,0,14,12,0,0,1,60,SMOK,15,Kits
H02893,Vzone Cultura 100W Mod Only Camo,7,15,0,0,0,0,0,3,3,15,5,0,0,0,0,Vzone,0,Mods
H02894,Vzone Cultura 100W Mod Only Stainless Steel,8,9,0,0,0,0,0,9,6,0,0,0,0,0,0,Vzone,0,Mods
H02895,Vzone Cultura 100W Mod Only Gunmetal,3,3,0,0,0,0,0,2,0,0,3,0,0,0,0,Vzone,0,Mods
H02897,LMC Marquee 80W AIO Kit Black w/Pod Adaptor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Limitless,0,Kits
H02898,LMC Marquee 80W AIO Kit S.S w/Pod Adaptor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Limitless,0,Kits
H02899,LMC Marquee 80W AIO Kit Blue/Gold w/Pod Adaptor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Limitless,0,Kits
H02900,Vzone Graffiti 220W Mod Only Stainless Steel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vzone,0,Mods
H02908,Vaporesso Switcher Kit Brown Gold,20,37,0,0,0,0,0,2,19,37,37,5,0,0,0,Vaporesso,0,Kits
H02909,Smok Devilkin Kit Black Prism,27,58,0,0,0,0,0,0,0,0,3,58,19,0,0,SMOK,0,Kits
H02910,Smok Devilkin Kit Black and Prism Chrome,20,36,0,0,0,0,0,0,0,0,10,33,36,1,0,SMOK,0,Kits
H02914,Smok H Priv 2 Kit - Prism Blue,15,45,0,0,0,0,0,0,0,11,45,1,1,0,0,SMOK,50,Kits
H02916,Smok H Priv 2 Kit - Green,20,39,0,0,0,0,0,0,0,4,17,20,39,0,0,SMOK,0,Kits
H02920,Smoking Vapor Mi-Pod 2pk Empty Pods,1448,2012,1350,2012,1062,35,1,1744,1453,1720,1694,1464,1935,1764,1707,Smoking Vapor,200,Pods & Cartridges
H02921,Smart Vape Xen American Tobacco -50mg,21,23,0,0,0,0,0,23,19,0,0,0,0,0,0,Smart Vape,0,Disposable Vape
H02922,Smart Vape Xen Vanilla Cream -50mg,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,Smart Vape,0,Disposable Vape
H02927,Uwell IronFist Kit - Red,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Uwell,0,Kits
H02931,Smok V-FIN Kit Black/Red,8,10,0,0,0,0,0,6,10,4,10,8,7,0,0,SMOK,0,Kits
H02932,Smok V-FIN Kit Silver/Black,8,11,0,0,0,0,0,8,0,2,9,10,11,9,0,SMOK,0,Kits
H02934,Smok V-FIN Kit White/7 Color,11,20,0,0,0,0,0,0,0,3,7,10,20,14,0,SMOK,0,Kits
H02935,Smok V-FIN Kit Black/Purple,14,47,0,0,0,0,0,0,0,3,7,4,8,47,0,SMOK,0,Kits
H02936,Smok Mag Kit Right-Handed Edition- Navy Blue,40,72,72,8,0,0,0,0,0,0,0,0,0,0,0,SMOK,,Kits
H02937,Smok Mag Kit Right-Handed Edition- Black/Red,18,71,71,8,1,0,0,0,0,0,0,14,6,29,31,SMOK,50,Kits
H02938,Smok Mag Kit Right-Handed Edition- Red/Black,49,90,90,7,0,0,0,0,0,0,0,0,0,0,0,SMOK,,Kits
H02939,Smok Mag Kit Right Handed Edition - Royal Blue,17,34,0,0,0,0,0,0,6,34,10,0,0,0,0,SMOK,50,Kits
H02941,Smok Mag Kit Right-Handed Edition Gold/Black,51,85,85,17,0,0,0,0,0,0,0,0,0,0,0,SMOK,,Kits
H02942,Smok Mag Kit Right-Handed Edition Black/Prism,11,16,0,0,0,0,0,0,0,0,0,16,16,1,0,,50,
H02943,Smok Mag Kit Right-Handed Edition Silver/Black,12,21,0,0,0,0,0,0,0,0,0,21,2,0,0,,50,
H02949,Ijoy Captain X3 Mod Only w/bat Pink,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,iJoy,0,Mods
H02957,Voopoo Golden Drag Kit - Purple Jade,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VOOPOO,0,Kits
H02960,Voopoo Golden Drag Kit - Azure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VOOPOO,0,Kits
H02961,Horizon Falcon Coil F1 3 Pack,567,867,564,0,200,0,0,288,294,867,581,432,727,806,844,HorizonTech,100,Coils
H02962,Horizon Falcon Coil F2 3 Pack,274,914,180,0,0,0,0,132,107,292,306,194,420,394,914,HorizonTech,100,Coils
H02963,Horizon Falcon Coil F3 3 Pack,650,2060,2060,300,1,0,0,278,269,668,437,270,578,1190,1858,HorizonTech,100,Coils
H02964,Horizon Falcon Coil M1 3 Pack,1639,5496,1006,100,594,2988,3,1140,2789,2169,2514,2734,806,1190,5496,HorizonTech,200,Coils
H02965,Mig Vapor WASP Coils -Black (Pack of 1),19,40,40,0,2,2,0,30,0,0,0,0,0,0,0,Mig Vapor,0,Alternatives
H02966,Mig Vapor WASP Coils -Silver (Pack of 1),19,53,17,10,12,2,0,7,28,53,37,0,0,0,0,Mig Vapor,0,Alternatives
H02967,SMOK TFV8 Baby RBA,68,193,0,0,0,0,0,30,37,86,30,34,193,0,0,SMOK,0,Coils
H02968,Nunchaku Coils 0.25ohm (4 PACK),233,450,211,339,134,16,0,450,174,236,379,42,379,0,200,Uwell,100,Coils
H02969,Nunchaku Coils 0.4ohm (4 PACK),185,499,1,355,133,10,0,204,64,336,261,141,346,1,499,Uwell,100,Coils
H02970,Vaporesso Cascade GTM-8 Coils 0.15ohm 3 pack,189,866,0,200,0,0,152,194,224,130,866,84,258,215,139,Vaporesso,0,Coils
H02971,Vaporesso Cascade GTM-2 Coils 0.4ohm 3 pack,138,591,1,0,0,0,0,53,176,44,591,48,179,233,233,Vaporesso,0,Coils
H02978,Smok G-Priv 2 Kit Luxe Edition-Matte Black&Black,25,40,0,0,0,0,0,0,0,0,36,23,40,2,0,SMOK,50,Kits
H02979,Smok G-Priv 2 Kit Luxe Edition-Rainbow,17,24,0,0,0,0,0,3,0,0,24,19,13,24,20,SMOK,50,Kits
H02980,Smok G-Priv 2 Kit Luxe Edition-Blue,12,27,25,1,0,0,0,16,4,1,12,8,13,14,27,SMOK,50,Kits
H02981,Joyetech BFHN Coil Head 0.5ohm (Pack of 5),34,47,0,0,0,0,0,42,27,33,0,9,44,47,0,Joyetech,0,Coils
H02983,Mig Vapor Sub herb Armor Metal Dome,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mig Vapor,0,Alternatives
H02984,Sherlock Hohm 20700 2782mAh 47.8A,184,849,0,1,0,0,0,137,155,208,220,112,72,386,849,HohmTech,0,Batteries
H02985,Freemax FireLuke Mesh Tank Coil SS316L- .12ohm (Pack of 5),476,844,682,1,599,0,48,515,844,437,481,572,368,525,529,FreeMax,50,Coils
H02990,Smok Stick M17 Coil 0.60 ohm(pack of 5),91,200,97,3,185,14,0,88,110,93,52,0,0,0,200,SMOK,50,Coils
H02991,Dovpo Premade Coils Ni80 - PACK 7 IN 1,65,122,0,0,0,0,0,76,35,88,122,2,0,0,0,Dovpo,0,Coils
H02997,Voopoo UFORCE U4 Replacement Coils (5 pack),138,360,282,106,95,5,5,124,161,144,197,303,38,360,64,VOOPOO,200,Coils
H02999,Limitless LMC Marquee Coil 0.6ohm (Pack of 5),17,64,0,1,0,0,0,1,8,23,3,49,21,12,64,Limitless,0,Coils
H03001,VGOD Pro Mech 2 Kit Black,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VGOD,20,Kits
H03006,Geek Vape N80 Fused Clapton wire 26ga*3+36ga 10ft,31,58,0,0,0,0,0,20,58,6,41,20,39,0,0,GeekVape,50,Wire
H03007,Geek Vape N80 Fused Clapton wire 28ga*3+36ga 10ft,51,123,0,0,0,0,0,28,75,123,44,27,6,0,0,GeekVape,50,Wire
H03008,Geek Vape N80 Framed Staple Twisted Wire,18,40,0,0,0,0,0,18,40,11,0,0,2,0,0,GeekVape,50,Wire
H03009,Geek Vape N80 Alpha Braid Coil 2 in 1,25,35,0,0,0,0,0,14,24,25,35,0,0,0,0,GeekVape,50,Coils
H03010,Mi One Coils 0.6 ohm (5Pack),26,64,27,29,6,4,0,0,25,20,58,30,36,1,64,Smoking Vapor,50,Coils
H03014,"GeekVape Aegis Kit Without Battery, Gunmetal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GeekVape,40,Kits
H03029,Smok Stick Aio Kit Coil - .6ohm (Pack of 5),32,320,320,1,2,0,0,24,8,37,12,11,26,13,152,SMOK,50,Coils
H03030,Digiflavor Themis Mesh RTA - Silver,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Digiflavor,0,RTA
H03031,Vaporesso Cascade One Starter Kit Silver,452,1554,303,80,537,1554,39,0,0,0,0,0,0,0,198,Vaporesso,50,Kits
H03032,Vaporesso Cascade One Starter Kit Blue,36,65,0,65,6,0,0,0,0,0,0,0,0,0,0,Vaporesso,,Kits
H03033,Vaporesso Cascade One Starter Kit Rainbow,33,92,0,92,5,0,3,0,0,0,0,0,0,0,0,Vaporesso,,Kits
H03035,Vaporesso Cascade One Starter Kit Gold,155,342,342,45,250,117,16,0,0,0,0,0,0,0,158,Vaporesso,50,Kits
H03036,Vaporesso Cascade One Starter Kit Purple,32,62,0,1,62,0,0,0,0,0,0,0,0,0,0,Vaporesso,,Kits
H03037,Vaporesso Nexus Starter Kit Silver,20,58,0,0,0,0,0,13,17,5,6,22,58,0,0,Vaporesso,0,Pod Device
H03038,Vaporesso Nexus Starter Kit Blue,5,8,0,0,0,0,0,8,0,1,0,0,0,0,0,Vaporesso,0,Pod Device
H03039,Vaporesso Nexus Starter Kit Black,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vaporesso,0,Pod Device
H03040,Vaporesso Nexus Starter Kit Orange,12,48,0,0,0,0,0,5,4,2,2,8,48,42,0,Vaporesso,0,Pod Device
H03041,Vaporesso Nexus Starter Kit Green,9,61,0,0,0,0,0,2,6,3,2,2,61,33,0,Vaporesso,0,Pod Device
H03042,Vaporesso Nexus Starter Kit Purple,11,26,0,0,0,0,0,16,9,4,26,5,3,0,0,Vaporesso,0,Pod Device
H03043,Vaporesso Nexus Starter Kit Ruby,13,16,0,0,0,0,0,15,16,11,10,12,13,0,0,Vaporesso,0,Pod Device
H03044,Vaporesso Nexus Starter Kit Dark Blue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vaporesso,0,Pod Device
H03047,Desire X Mini 108W Box Mod White,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Desire,0,Mods
H03048,Desire X Mini 108W Box Mod Red,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Desire,0,Mods
H03049,Desire X Mini 108W Box Mod Blue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Desire,0,Mods
H03050,Desire M 25mm Tank Black,9,17,0,0,0,0,0,1,17,0,0,0,0,0,0,Desire,0,Tanks
H03053,Desire M 25mm Tank Silver,4,5,0,0,0,0,0,2,5,0,0,0,0,0,0,Desire,0,Tanks
H03061,Desire Mad Dog V2 24mm RDA Gold,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,Desire,0,RDA
H03062,Desire Mad Dog V2 24mm RDA Blue,5,6,0,0,0,0,0,5,6,4,0,0,0,0,0,Desire,0,RDA
H03063,Desire Mad Dog V2 24mm RDA Purple,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Desire,0,RDA
H03064,Desire Mad Dog V2 24mm RDA Red,7,12,0,0,0,0,0,6,12,3,0,0,0,0,0,Desire,0,RDA
H03065,Desire Mad Dog V2 24mm RDA Black,10,10,0,0,0,0,0,10,0,0,0,0,0,0,0,Desire,0,RDA
H03066,Desire Mad Dog V2 24mm RDA White,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Desire,0,RDA
H03067,Coil Master DIY Kit Mini V2,40,71,0,0,0,0,0,71,9,0,0,0,0,0,0,Coil Master,100,Building Tools
H03068,Wismec Reuleaux RXGEN3 Dual Mod Gold,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wismec,0,Mods
H03076,Aspire Revvo Tank-Rainbow,9,13,0,0,0,0,0,10,13,8,6,0,0,0,0,,25,
H03077,Aspire Revvo Tank-Blue,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,,25,
H03078,Vaporesso Swag Starter Kit - Red,27,95,77,95,5,30,0,8,9,44,6,15,19,28,36,Vaporesso,50,Kits
H03085,Vaporesso Cascade One Plus Kit Purple,11,19,0,0,0,0,0,19,2,15,8,0,0,0,0,Vaporesso,50,Kits
H03086,Vaporesso Cascade One Plus Kit Gold,4,71,3,0,1,0,0,4,0,5,10,1,2,6,71,Vaporesso,50,Kits
H03088,Vaporesso Cascade One Plus Kit Rainbow,11,26,0,0,0,0,0,18,1,16,8,8,7,9,26,Vaporesso,50,Kits
H03089,Vaporesso Cascade One Plus Kit Blue,18,45,0,0,0,0,0,17,0,20,0,6,7,12,45,Vaporesso,50,Kits
H03090,Vaporesso Cascade One Plus Kit Silver,11,23,0,0,0,0,0,18,1,8,13,9,12,6,23,Vaporesso,50,Kits
H03091,Vaporesso Cascade One GT Mesh Coil 0.18ohm (Pack of 3),1287,2665,1983,1086,0,499,6,919,1516,1100,1899,0,0,2665,1290,Vaporesso,500,Coils
H03092,Vaporesso Cascade One GT CCELL2 Coil 0.3ohm (Pack of 3),240,652,253,227,14,401,0,163,373,202,652,164,1,282,324,Vaporesso,500,Coils
H03094,Sigelei Top1 Mod Only Army Camo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sigelei,0,Mods
H03115,Vaporesso Cascade One Plus SE Kit Black,99,270,0,72,270,7,6,0,0,0,0,0,0,0,141,Cascade,50,kits
H03116,Vaporesso Cascade One Plus SE Kit Gold,49,100,0,34,58,0,5,0,0,0,0,0,0,0,100,Cascade,50,kits
H03117,Vaporesso Cascade One Plus SE Kit Red,90,221,0,92,221,30,6,0,0,0,0,0,0,0,100,Cascade,50,kits
H03118,Vaporesso Cascade One Plus SE Kit Green,48,100,0,30,13,0,0,0,0,0,0,0,0,0,100,Cascade,50,kits
H03131,Vaporesso Cascade Mini Tank Silver,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vaporesso,0,Tanks
H03132,Vaporesso Cascade Mini Tank Blue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vaporesso,0,Tanks
H03134,Vaporesso Cascade Mini Tank Black,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vaporesso,0,Tanks
H03135,Vaporesso Cascade Mini Tank Gold,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vaporesso,0,Tanks
H03137,Smok Stick Prince Kit Black Spray Red,14,14,14,0,0,0,0,0,0,0,0,0,0,0,0,SMOK,,Kits
H03138,Smok Stick Prince Kit Black Spray White,24,35,24,0,0,0,10,0,25,0,0,35,30,32,6,SMOK,50,Kits
H03139,Smok Stick Prince Kit Black Spray Green,23,40,21,0,0,0,10,0,0,0,0,40,18,37,9,SMOK,50,Kits
H03140,Smok TFV12 Prince Tank Red Camo,3,4,0,0,0,0,0,3,1,4,0,0,0,0,0,SMOK,50,Tanks
H03141,Smok TFV12 Prince Tank Camo,31,89,42,1,1,0,0,27,26,59,26,20,36,43,89,SMOK,50,Tanks
H03142,Smok Stick Prince Kit Rasta Red,14,32,0,0,0,0,0,5,0,0,0,32,6,12,0,SMOK,50,Kits
H03143,Smok Stick Prince Kit Rasta Green,14,32,0,0,0,0,0,32,21,10,4,32,9,4,6,SMOK,50,Kits
H03144,Smok Stick Prince Kit Belgium,10,32,1,0,0,0,0,0,0,0,0,32,4,9,4,SMOK,50,Kits
H03145,Smok Stick Prince Kit White,10,10,0,0,10,0,0,0,0,0,0,0,0,0,0,SMOK,,Kits
H03146,Smok Stick Prince Kit Orange,15,31,9,0,0,0,0,20,21,18,0,31,9,11,4,SMOK,50,Kits
H03147,Smok Stick Prince Kit Red Camo,21,62,12,8,0,0,0,62,41,0,7,38,16,21,9,SMOK,50,Kits
H03148,Smok Stick Prince Kit Camo,8,10,0,0,0,0,0,10,0,0,5,0,0,0,0,SMOK,50,Kits
H03149,Smok Vape Pen 22 Kit Gold,17,20,0,20,0,0,0,0,0,0,0,0,0,16,15,SMOK,50,Kits
H03150,Smok Vape Pen 22 Mesh Coil (5 pack),204,399,290,170,399,284,56,61,283,341,162,15,210,292,96,SMOK,200,Coils
H03151,Smok Resa Stick Kit Rainbow,9,9,0,0,0,0,0,9,0,0,0,0,0,0,0,SMOK,50,Kits
H03152,Smok Resa Stick Kit Black,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SMOK,50,Kits
H03153,Smok Resa Stick Kit Yellow,19,55,0,0,0,0,0,1,5,55,16,0,0,0,0,SMOK,50,Kits
H03154,Smok Resa Stick Kit Purple,21,56,0,0,0,0,0,0,5,56,2,0,0,0,0,SMOK,50,Kits
H03155,Smok Resa Stick Kit Green,25,41,0,0,0,0,0,0,9,41,0,0,0,0,0,SMOK,50,Kits
H03156,Smok Resa Stick Kit Blue,17,40,0,0,0,0,0,0,10,40,0,1,0,0,0,SMOK,50,Kits
H03157,Smok Resa Stick Kit Red,17,40,0,0,0,0,0,4,8,40,0,0,0,0,0,SMOK,50,Kits
H03158,Smok Resa Stick Kit Pink,36,99,0,0,0,0,0,0,21,40,99,20,1,0,0,SMOK,50,Kits
H03159,Smok Resa Stick Kit White,25,36,0,0,0,0,0,0,14,36,0,0,0,0,0,SMOK,50,Kits
H03160,Smok V8 Baby Mesh Coil 5 Pack,1569,3897,977,2114,11,644,605,3897,439,2401,1938,1639,2342,2159,2000,SMOK,200,Coils
H03161,Smok TFV12 Prince Mesh Coil (3 pack),1852,3013,1740,3013,523,1557,2181,1490,1517,2459,1375,1551,2056,2841,1607,SMOK,200,Coils
H03162,Smok V8 Baby T12 Light Coil - Red (5 pack),55,144,0,0,0,0,0,22,44,92,68,59,144,7,43,SMOK,0,Coils
H03163,Smok V8 Baby T12 Light Coil - Orange (5 pack),36,538,25,0,0,0,0,11,28,55,30,22,0,55,538,SMOK,0,Coils
H03164,Smok V8 Baby T12 Light Coil - Green (5 pack),55,137,2,0,0,0,0,28,28,74,63,137,0,71,65,SMOK,0,Coils
H03167,Dovpo M VV Mod SE - Gold Monkey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dovpo,50,Mods
H03168,Dovpo M VV Mod SE - Silver Monkey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dovpo,50,Mods
H03169,Dovpo M VV Mod SE - Gold Samurai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dovpo,50,Mods
H03170,Dovpo M VV Mod SE - Silver Samurai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dovpo,50,Mods
H03171,Dovpo M VV Mod SE - Batik Version 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dovpo,50,Mods
H03172,Dovpo M VV Mod SE - Batik Version 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dovpo,50,Mods
H03173,Dovpo M VV Mod SE - Gold Skull,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dovpo,50,Mods
H03175,Asmodus 510 Bubba Drip Tip,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,
H03179,Vaporesso Swag Starter Kit - Matt Black,114,1019,46,96,627,1019,216,33,13,74,10,17,44,30,54,Vaporesso,50,Kits
H03191,Hellvape Aequitas RDA 24mm Full Black,20,36,0,0,0,0,0,3,36,0,0,0,0,0,0,Hellvape,0,RDA
H03193,DEAD RABBIT 24 CAPS- SS BUTCHER,5,9,0,0,0,0,0,9,7,4,1,0,0,0,0,Hellvape,0,Accessories
H03194,DEAD RABBIT 24 CAPS- BLACK PRIEST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hellvape,0,Accessories
H03197,Asmodus Nefarius RDTA -Black,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,asMODus,0,RDTA
H03204,iJoy Avenger 270 Kit Mirror Silver,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,iJoy,0,Kits
H03205,iJoy Avenger 270 Kit Mirror Green,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,iJoy,0,Kits
H03217,iJoy Capo 216 SRDA Kit Matte Gold,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,iJoy,0,Kits
H03227,iJoy Combo SRDA Gold,6,9,0,0,0,0,0,2,9,0,0,0,0,0,0,iJoy,0,RDA
H03228,iJoy Combo SRDA Black,3,5,0,0,0,0,0,5,1,0,0,0,0,0,0,iJoy,0,RDA
H03229,iJoy Combo SRDA SS,5,5,0,0,0,0,0,5,5,0,0,0,0,0,0,iJoy,0,RDA
H03230,iJoy Combo SRDA Green,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,iJoy,0,RDA
H03233,iJoy Combo SRDA Orange,11,27,0,0,0,0,0,1,6,27,0,0,0,0,0,iJoy,0,RDA
H03241,IJOY RDTA 5S Tank - White,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,iJoy,0,RDTA
H03247,ID 1.2ohm Coil (Pack of 5),18,37,1,0,0,0,0,7,14,9,22,23,24,24,37,Eleaf,0,Coils
H03262,iJust 3 Kit Black,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eleaf,0,Kits
H03263,iJust 3 Kit Red,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eleaf,0,Kits
